"Date","eur"
"2015-05-30","58.0145"
"2015-05-29","57.1433"
"2015-05-28","55.6757"
"2015-05-27","54.8412"
"2015-05-26","54.7477"
"2015-05-23","55.5508"
"2015-05-22","55.5714"
"2015-05-21","55.2441"
"2015-05-20","55.1085"
"2015-05-19","56.103"
"2015-05-16","56.9881"
"2015-05-15","57.1383"
"2015-05-14","55.7138"
"2015-05-13","57.1102"
"2015-05-12","56.8971"
"2015-05-09","56.8971"
"2015-05-08","57.2207"
"2015-05-07","56.1843"
"2015-05-06","57.4093"
"2015-05-05","57.1578"
"2015-05-02","57.1578"
"2015-05-01","57.1578"
"2015-04-30","56.806"
"2015-04-29","56.9016"
"2015-04-28","55.8747"
"2015-04-25","54.659"
"2015-04-24","55.1255"
"2015-04-23","57.7226"
"2015-04-22","57.5998"
"2015-04-21","55.5496"
"2015-04-18","54.5163"
"2015-04-17","52.9087"
"2015-04-16","53.6598"
"2015-04-15","54.8387"
"2015-04-14","55.5201"
"2015-04-11","54.2749"
"2015-04-10","56.5251"
"2015-04-09","58.7003"
"2015-04-08","60.4124"
"2015-04-07","62.0377"
"2015-04-04","61.7363"
"2015-04-03","61.6919"
"2015-04-02","62.7476"
"2015-04-01","62.0487"
"2015-03-31","63.3695"
"2015-03-28","62.5655"
"2015-03-27","62.0811"
"2015-03-26","62.7651"
"2015-03-25","64.3425"
"2015-03-24","64.1473"
"2015-03-21","64.0504"
"2015-03-20","64.1446"
"2015-03-19","65.0108"
"2015-03-18","65.4314"
"2015-03-17","65.4063"
"2015-03-14","64.965"
"2015-03-13","64.6232"
"2015-03-12","66.9168"
"2015-03-11","65.5242"
"2015-03-10","66.1012"
"2015-03-07","66.1012"
"2015-03-06","68.3086"
"2015-03-05","69.1138"
"2015-03-04","69.8487"
"2015-03-03","69.5424"
"2015-02-28","68.6857"
"2015-02-27","68.9797"
"2015-02-26","71.1655"
"2015-02-25","71.9422"
"2015-02-24","70.0315"
"2015-02-21","70.0315"
"2015-02-20","70.9408"
"2015-02-19","71.08"
"2015-02-18","71.3243"
"2015-02-17","71.5426"
"2015-02-14","74.3675"
"2015-02-13","74.8311"
"2015-02-12","74.7386"
"2015-02-11","74.1382"
"2015-02-10","74.5833"
"2015-02-07","75.6591"
"2015-02-06","77.9356"
"2015-02-05","75.0415"
"2015-02-04","76.8271"
"2015-02-03","78.79"
"2015-01-31","78.1105"
"2015-01-30","77.569"
"2015-01-29","76.2629"
"2015-01-28","76.2922"
"2015-01-27","73.5633"
"2015-01-24","71.9067"
"2015-01-23","75.7724"
"2015-01-22","75.8218"
"2015-01-21","75.2735"
"2015-01-20","75.174"
"2015-01-17","75.8623"
"2015-01-16","76.3352"
"2015-01-15","77.9629"
"2015-01-14","76.7735"
"2015-01-13","74.3551"
"2015-01-01","68.3681"
"2014-12-31","68.3427"
"2014-12-30","69.059"
"2014-12-29","63.5131"
"2014-12-28","63.5131"
"2014-12-27","63.5131"
"2014-12-26","64.3177"
"2014-12-25","66.4031"
"2014-12-24","66.7539"
"2014-12-23","69.2503"
"2014-12-20","74.5727"
"2014-12-19","73.3414"
"2014-12-18","84.589"
"2014-12-17","76.1516"
"2014-12-16","72.6642"
"2014-12-13","70.5289"
"2014-12-12","68.2942"
"2014-12-11","67.1989"
"2014-12-10","66.8809"
"2014-12-09","65.4248"
"2014-12-06","65.7168"
"2014-12-05","64.8443"
"2014-12-04","67.2652"
"2014-12-03","63.2414"
"2014-12-02","64.4425"
"2014-11-29","61.4108"
"2014-11-28","59.6215"
"2014-11-27","57.9052"
"2014-11-26","55.8779"
"2014-11-25","55.5336"
"2014-11-22","57.4377"
"2014-11-21","58.5817"
"2014-11-20","58.909"
"2014-11-19","58.6448"
"2014-11-18","59.3081"
"2014-11-15","58.9793"
"2014-11-14","57.4235"
"2014-11-13","57.8575"
"2014-11-12","57.0494"
"2014-11-11","57.2418"
"2014-11-08","59.3153"
"2014-11-07","56.545"
"2014-11-06","55.6234"
"2014-11-01","52.7219"
"2014-10-31","54.6378"
"2014-10-30","54.3393"
"2014-10-29","53.8693"
"2014-10-28","53.2342"
"2014-10-25","52.9065"
"2014-10-24","52.4424"
"2014-10-23","52.1388"
"2014-10-22","52.6468"
"2014-10-21","52.1198"
"2014-10-18","52.5253"
"2014-10-17","52.1504"
"2014-10-16","51.7829"
"2014-10-15","51.5141"
"2014-10-14","51.0798"
"2014-10-11","51.0538"
"2014-10-10","50.9585"
"2014-10-09","50.5091"
"2014-10-08","50.2017"
"2014-10-07","50.0775"
"2014-10-04","50.2021"
"2014-10-03","49.9484"
"2014-10-02","50.0554"
"2014-10-01","49.9817"
"2014-09-30","49.954"
"2014-09-27","49.3386"
"2014-09-26","48.8449"
"2014-09-25","49.3145"
"2014-09-24","49.6912"
"2014-09-23","49.6193"
"2014-09-20","49.5379"
"2014-09-19","49.4592"
"2014-09-18","49.6923"
"2014-09-17","50.0582"
"2014-09-16","49.1958"
"2014-09-13","48.6647"
"2014-09-12","48.2484"
"2014-09-11","48.0636"
"2014-09-10","47.7118"
"2014-09-09","47.9789"
"2014-09-06","47.7806"
"2014-09-05","48.3786"
"2014-09-04","49.0213"
"2014-09-03","49.0193"
"2014-09-02","48.9677"
"2014-08-30","48.6315"
"2014-08-29","47.952"
"2014-08-28","47.6177"
"2014-08-27","47.7282"
"2014-08-26","47.6641"
"2014-08-23","47.8548"
"2014-08-22","48.1686"
"2014-08-21","48.1924"
"2014-08-20","48.2133"
"2014-08-19","48.2398"
"2014-08-16","48.1231"
"2014-08-15","48.1416"
"2014-08-14","48.411"
"2014-08-13","48.2402"
"2014-08-12","48.2856"
"2014-08-09","48.7722"
"2014-08-08","48.4947"
"2014-08-07","48.2432"
"2014-08-06","48.049"
"2014-08-05","47.8671"
"2014-08-02","47.8244"
"2014-08-01","47.4699"
"2014-07-31","47.8958"
"2014-07-30","47.8635"
"2014-07-29","47.4799"
"2014-07-26","47.2206"
"2014-07-25","47.1702"
"2014-07-24","46.8718"
"2014-07-23","47.3758"
"2014-07-22","47.5048"
"2014-07-19","47.5505"
"2014-07-18","47.0702"
"2014-07-17","46.6299"
"2014-07-16","46.791"
"2014-07-15","46.6835"
"2014-07-12","46.3328"
"2014-07-11","46.1649"
"2014-07-10","46.4146"
"2014-07-09","46.8122"
"2014-07-08","46.9448"
"2014-07-05","46.687"
"2014-07-04","46.6863"
"2014-07-03","46.8398"
"2014-07-02","46.8335"
"2014-07-01","46.1827"
"2014-06-28","45.8251"
"2014-06-27","46.0226"
"2014-06-26","46.1576"
"2014-06-25","46.2212"
"2014-06-24","46.6478"
"2014-06-21","46.8821"
"2014-06-20","46.696"
"2014-06-19","47.1715"
"2014-06-18","47.2121"
"2014-06-17","46.8085"
"2014-06-12","46.4764"
"2014-06-11","46.7269"
"2014-06-10","46.8746"
"2014-06-07","47.3211"
"2014-06-06","47.4908"
"2014-06-05","47.8253"
"2014-06-04","47.6296"
"2014-06-03","47.5463"
