Date,Doll
2019-08-26,0.8999
2019-08-27,0.9014
2019-08-28,0.9022
2019-08-29,0.9042
2019-08-30,0.91
2019-09-02,ND
2019-09-03,0.9117
2019-09-04,0.907
2019-09-05,0.906
2019-09-06,0.9056
2019-09-09,0.9045
2019-09-10,0.9056
2019-09-11,0.909
2019-09-12,0.903
2019-09-13,0.903
2019-09-16,0.9086
2019-09-17,0.9039
2019-09-18,0.9041
2019-09-19,0.9053
2019-09-20,0.9088
2019-09-23,0.9098
2019-09-24,0.9092
2019-09-25,0.9133
2019-09-26,0.9142
2019-09-27,0.9139
2019-09-30,0.917
2019-10-01,0.9147
2019-10-02,0.9132
2019-10-03,0.9098
2019-10-04,0.9112
2019-10-07,0.9104
2019-10-08,0.9133
2019-10-09,0.9109
2019-10-10,0.9076
2019-10-11,0.9059
2019-10-14,ND
2019-10-15,0.9061
2019-10-16,0.9029
2019-10-17,0.8986
2019-10-18,0.8965
2019-10-21,0.8973
2019-10-22,0.8978
2019-10-23,0.8994
2019-10-24,0.9011
2019-10-25,0.9024
2019-10-28,0.9014
2019-10-29,0.8995
2019-10-30,0.899
2019-10-31,0.8965
2019-11-01,0.8953
2019-11-04,0.8973
2019-11-05,0.9033
2019-11-06,0.9029
2019-11-07,0.9054
2019-11-08,0.9075
2019-11-11,ND
2019-11-12,0.9077
2019-11-13,0.9088
2019-11-14,0.9078
2019-11-15,0.9053
2019-11-18,0.9026
2019-11-19,0.9029
2019-11-20,0.9039
2019-11-21,0.9036
2019-11-22,0.9067
2019-11-25,0.9083
2019-11-26,0.9081
2019-11-27,0.9089
2019-11-28,ND
2019-11-29,0.9075
2019-12-02,0.9029
2019-12-03,0.9018
2019-12-04,0.9029
2019-12-05,0.9006
2019-12-06,0.9048
2019-12-09,0.9036
2019-12-10,0.9017
2019-12-11,0.9016
2019-12-12,0.8997
2019-12-13,0.8986
2019-12-16,0.8977
2019-12-17,0.897
2019-12-18,0.8998
2019-12-19,0.8986
2019-12-20,0.9029
2019-12-23,0.9016
2019-12-24,0.9022
2019-12-25,ND
2019-12-26,0.9007
2019-12-27,0.8949
2019-12-30,0.8915
2019-12-31,0.8907
